model_id	model_display	native_signature	processing_context	native_stem	production	backend_primary	backend_target	logical_primary	role_id	canonical_name	filename_tag	pair_id	intent	intent_source	review_status	evidence_or_waiver
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	banjo	native	accordion		false	instrument.banjo	Banjo	Banjo		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	bass	native	accordion		false	instrument.bass	Bass	Bass		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	bassoon	native	accordion		false	instrument.bassoon	Bassoon	Bassoon		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	bells	native	accordion		false	instrument.bells	Bells	Bells		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	bowed_strings	native	accordion		false	instrument.bowed_strings	Bowed Strings	Bowed_Strings		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	brass	native	accordion		false	instrument.brass	Brass	Brass		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	cello	native	accordion		false	instrument.cello	Cello	Cello		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	clarinet	native	accordion		false	instrument.clarinet	Clarinet	Clarinet		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	congas	native	accordion		false	instrument.congas	Congas	Congas		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	digital-piano	native	accordion		false	instrument.digital_piano	Digital Piano	Digital_Piano		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	dobro	native	accordion		false	instrument.dobro	Dobro	Dobro		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	double-bass	native	accordion		false	instrument.double_bass	Double Bass	Double_Bass		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	drums	native	accordion		false	instrument.drums	Drums	Drums		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	electric-guitar	native	accordion		false	instrument.electric_guitar	Electric Guitar	Electric_Guitar		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	flute	native	accordion		false	instrument.flute	Flute	Flute		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	french-horn	native	accordion		false	instrument.french_horn	French Horn	French_Horn		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	glockenspiel	native	accordion		false	instrument.glockenspiel	Glockenspiel	Glockenspiel		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	guitar	native	accordion		false	instrument.guitar	Guitar	Guitar		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	harmonica	native	accordion		false	instrument.harmonica	Harmonica	Harmonica		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind	full_mix	harp	native	accordion		false	instrument.harp	Harp	Harp		multi_stem	reviewed_manifest	reviewed	catalogue_id=mdx:bs_mega_53stem_full_mvsep; source=mvsepless; metadata_source=bundled_yaml:bs_mega_53stem_full_mvsep_config.yaml; native_signature=accordion|acoustic-guitar|back-vocal|banjo|bass|bassoon|bells|bowed_strings|brass|cello|clarinet|congas|digital-piano|dobro|double-bass|drums|electric-guitar|flute|french-horn|glockenspiel|guitar|harmonica|harp|harpsichord|hh|keys|kick|lead-vocal|mandolin|marimba|oboe|organ|percussion|piano|saxophone|sitar|snare|strings|synth|tambourine|timpani|toms|triangle|trombone|trumpet|tuba|ukulele|viola|violin|vocal|wind|wind-chimes|woodwind; backend_primary=accordion; backend_target=; reviewed_contexts=full_mix
